OBJECTID,Trail Segment Type,Location,Status,Structure ID,Material,Map Miles,Width (ft),Structure Type,Structure Tonnage,Trail Name,Owner,ADA,Shape__Length,Closure Status,Trailhead ID,GlobalID,AccessAddress,CouncilDistrict
355,Trail,Fallon Creek Segment,Existing,NA,Asphalt,0.18039864,10,NA,0,Crabtree Creek Trail,COR,YES,952.504824659609,OPEN,141,8da5ed88-778b-4cac-8b2b-b8553846dcc3,2750 Oxford Rd,E
356,Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.00525184,10,NA,0,Crabtree Creek Trail,COR,YES,27.7297313512762,OPEN,140,e6f914e6-37f4-46c9-9025-079ebc460a2b,2602 Noble Rd,E
357,Structure,Middle Crabtree Creek Segment -  # 111,Existing,111,Wood Decking,0.02649845,10,Bridge,10,Crabtree Creek Trail,COR,YES,139.911822313371,OPEN,140,a2f795f6-e2b8-440d-bd6e-5d2924935e9f,2602 Noble Rd,E
358,Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.10343657,10,NA,0,Crabtree Creek Trail,COR,YES,546.145067662639,OPEN,270,041880b6-2b04-4a89-ad53-0184af2258fb,2507 Wake Forest Rd,E
359,SidewalkConnection,Fallon Creek Segment,Existing,NA,Asphalt,0.111073792490837,10,NA,0,Crabtree Creek Trail,COR,NO,586.469624205407,OPEN,141,ec002191-7309-4b27-8251-baf7c81b77c4,2750 Oxford Rd,E
360,Trail,Buckeye Segment,Existing,NA,Asphalt,0.95751264,10,NA,0,Crabtree Creek Trail,COR,YES,5055.57911235992,OPEN,66,5a433c2f-f174-4ba7-a5bc-4c93d3ccdf2f,2901 Milburnie Rd,C
361,Trail,Buckeye Segment,Existing,NA,Asphalt,0.00748315,10,NA,0,Crabtree Creek Trail,COR,YES,39.5110055986752,OPEN,64,da177a53-9cdd-4ad2-b33f-c183b0f76d32,1112 Crabtree Blvd,C
362,SidewalkConnection,Wakefield Trail,Existing,NA,Concrete,0.113459831042176,5,Sidewalk,0,Wakefield Trail,COR,NO,599.067907753686,OPEN,376,9da1f392-c393-4b31-84bb-805769f51bb2,2610 Wakefield Plantation Dr,B
363,Trail,Neuse River Trail,Existing,NA,Asphalt,0.35124022,10,NA,0,Neuse River Trail,COR,YES,1854.35031073199,OPEN,283,c681fd6d-6c11-4ba4-a17a-cb62cf0c6012,12088 Old Falls Of Neuse Rd,
364,Trail,Neuse River Trail,Existing,NA,Asphalt,0.15259308,10,NA,0,Neuse River Trail,COR,YES,805.691469983836,OPEN,284,a7560f63-72e8-4289-aa1b-f28db8bc03ac,12088 Old Falls Of Neuse Rd,B
365,Structure,Neuse River Trail - # 2027,Existing,2027,Asphalt,0.02277682,10,Underpass,5,Neuse River Trail,COR,YES,120.261612049067,OPEN,286,d11074d1-a1f9-4f77-81f7-4b8407305bf0,12358 Falls Of Neuse Rd,B
366,Trail,Neuse River Trail,Existing,NA,Asphalt,0.00858943,10,NA,0,Neuse River Trail,COR,YES,45.3521846631301,OPEN,286,3f73f8fa-1610-4798-a701-46d7d09df7bf,12358 Falls Of Neuse Rd,B
367,Trail,Neuse River Trail,Existing,NA,Asphalt,0.32631675,10,NA,0,Neuse River Trail,COR,YES,1722.95245532886,OPEN,286,d649cf90-37f7-475b-8df6-ad9a956e26c9,12358 Falls Of Neuse Rd,B
368,Structure,Neuse River Trail - # 200,Existing,200,Metal,0.02267209,10,Bridge,5,Neuse River Trail,COR,YES,119.708634344557,OPEN,286,be8421f1-fcb1-43ee-b4d4-884a9a3bde6d,12358 Falls Of Neuse Rd,B
369,Trail,Neuse River Trail,Existing,NA,Asphalt,0.06166796,10,NA,0,Neuse River Trail,COR,YES,325.606813314302,OPEN,286,b79992b0-4ce1-45de-a2d1-81c478e4737e,12358 Falls Of Neuse Rd,B
370,Structure,Neuse River Trail - # 201,Existing,201,Metal,0.02305469,10,Bridge,5,Neuse River Trail,COR,YES,121.72874602287,OPEN,286,6aebd615-47b4-4760-80aa-b4854f4726f1,12358 Falls Of Neuse Rd,B
371,Trail,Neuse River Trail,Existing,NA,Asphalt,0.35315202,10,NA,0,Neuse River Trail,COR,YES,1864.64264811093,OPEN,299,dc2408db-2ae6-4347-aace-c70cf4f53542,3324 Falls River Ave,B
372,Trail,Neuse River Trail,Existing,NA,Asphalt,0.19137964,10,NA,0,Neuse River Trail,COR,YES,1010.48452533782,OPEN,299,d0f6cb59-ae5c-4acd-a18b-c71f756cf1f2,3324 Falls River Ave,B
373,Trail,Neuse River Trail,Existing,NA,Asphalt,0.03159223,10,NA,0,Neuse River Trail,COR,YES,166.806845468045,OPEN,282,6f789644-5db0-4529-9157-dbf1aab2362c,10888 Bedfordtown Dr,B
374,Trail,Neuse River Trail,Existing,NA,Asphalt,0.01766597,10,NA,0,Neuse River Trail,COR,YES,93.276188435839,OPEN,282,6951f3f2-ab60-4c7b-b5d7-2585ad3bb5c5,10888 Bedfordtown Dr,B
375,Trail,Neuse River Trail,Existing,NA,Asphalt,0.11161332,10,NA,0,Neuse River Trail,COR,YES,589.318311650615,OPEN,282,bc37b638-ec17-4d1b-b938-12322450f0e0,10888 Bedfordtown Dr,B
376,Trail,Abbotts Creek Trail,Existing,NA,Concrete,0.05705731,5,Sidewalk,0,Abbotts Creek Trail,COR,NO,301.262587019872,OPEN,14,a4741dbf-0826-4365-8cd5-2a16006e75da,2090 Falls River Ave,B
377,Crossing,Abbotts Creek Trail,Existing,NA,Asphalt,0.01134979,10,NA,0,Abbotts Creek Trail,COR,YES,59.9269130836605,OPEN,11,7d33d8b2-f22f-435e-ad77-0760129a2ded,1382 Falls River Ave,B
378,SidewalkConnection,Falls River Connector,Existing,NA,Concrete,0.132778354248015,5,Sidewalk,0,Abbotts Creek Trail,COR,NO,701.069710244457,OPEN,18,3f7b09d9-965c-4962-bd9c-89c0f7adae6d,9518 Cub Trl,B
379,SidewalkConnection,Falls River Connector,Existing,NA,Concrete,0.0680019560231094,5,Sidewalk,0,Simms Branch Trail,COR,NO,359.05032771338,OPEN,98,9cdb25df-c874-4a59-b3d1-8484002bac96,9411 Cub Trl,B
380,SidewalkConnection,Falls River Connector,Existing,NA,Concrete,0.129852960461003,5,Sidewalk,0,Abbotts Creek Trail,COR,NO,685.623631051802,OPEN,7,9543557a-dadf-46a4-9d2a-85d9261bc239,10451 Durant Rd,B
381,SidewalkConnection,Falls River Connector,Existing,NA,Concrete,0.597535982260423,6,Sidewalk,0,Abbotts Creek Trail,COR,NO,3154.98998553394,OPEN,1,4dae3b4f-3f4f-4218-b052-a39fecaee72e,10301 Sugarberry Ct,B
382,Structure,Durant Segment -  # 1,Existing,1,Wood Decking,0.00814392,10,Bridge,5,Simms Branch Trail,COR,YES,42.9999220414506,OPEN,97,50e3ad4d-c3ff-47f8-9a91-bf5aeb87dc81,9410 Cub Trl,B
383,Trail,Durant Segment,Existing,NA,Asphalt,0.424982635819426,10,NA,0,Simms Branch Trail,COR,YES,2146.60302892722,OPEN,93,3cb06e4e-0e77-4ad6-bcb8-759f5d3ed2cd,2981 Hiking Trl,B
384,Structure,Neuse River Trail - # 209,Existing,209,Wood Decking,0.01891909,11,Covered Walk,5,Neuse River Trail,COR,YES,99.8928166192825,OPEN,282,04881d45-f816-4dc9-92f1-004d44b893c5,10888 Bedfordtown Dr,B
385,Structure,Neuse River Trail - # 2028,Existing,2028,Concrete,0.03575272,10,Underpass,5,Neuse River Trail,COR,YES,188.774356729767,OPEN,282,91b2efb6-2168-4eab-9037-856f16273dc1,10888 Bedfordtown Dr,
386,Trail,Neuse River Trail,Existing,NA,Asphalt,0.18962651,10,NA,0,Neuse River Trail,COR,YES,1001.22799086815,OPEN,305,cc984c88-bcef-40aa-83d4-0394fcfd10f1,5702 Thornton Rd,
387,Structure,Neuse River Trail - # 213,Existing,213,Wood Decking,0.01121278,10,Boardwalk,5,Neuse River Trail,COR,NO,59.2034737057859,OPEN,305,09ac1cf2-ceee-49b2-b7fc-2e574e8e813d,5702 Thornton Rd,B
388,Structure,Neuse River Trail - # 214,Existing,214,Wood Decking,0.00440547,8,Steps,5,Neuse River Trail,COR,NO,23.2608763500113,OPEN,305,ea1bd0d8-5ba9-43e2-a1a2-5c359a7ba529,5702 Thornton Rd,B
389,Trail,Neuse River Trail,Existing,NA,Concrete,0.01379448,10,NA,0,Neuse River Trail,COR,NO,72.8348284526323,OPEN,305,ea1ae16e-3770-47e5-9da1-3665cc7412a5,5702 Thornton Rd,B
390,Trail,Neuse River Trail,Existing,NA,Concrete,0.01018654,10,NA,0,Neuse River Trail,COR,NO,53.7849117070863,OPEN,305,83ae214f-31b7-4d84-9c27-bd57ac94b646,5702 Thornton Rd,B
391,Trail,Neuse River Trail,Existing,NA,Asphalt,0.10358509,10,NA,0,Neuse River Trail,COR,YES,546.929278398193,OPEN,305,ff009123-b3bc-47d1-9d80-6c636949d646,5702 Thornton Rd,B
392,Trail,Neuse River Trail,Existing,NA,Asphalt,0.0816128,10,NA,0,Neuse River Trail,COR,YES,430.60856008574,OPEN,305,f5bb30eb-a496-43cf-81bf-a51485554eba,5702 Thornton Rd,B
393,Structure,Neuse River Trail - # 215,Existing,215,Wood Decking,0.04275797,10,Boardwalk,5,Neuse River Trail,COR,YES,225.762078385764,OPEN,305,30c4bee3-8729-4fd1-8cc8-2b834e72260d,5702 Thornton Rd,B
394,Structure,Neuse River Trail - # 216,Existing,216,Metal,0.10719699,12,Bridge,10,Neuse River Trail,COR,YES,566.000108400658,OPEN,305,c096a2ce-6ddc-46c2-87a3-0c35c0277142,5702 Thornton Rd,
395,Structure,Neuse River Trail - # 217,Existing,217,Metal,0.01131226,10,Bridge,5,Neuse River Trail,COR,YES,59.7287304362243,OPEN,308,02685135-d38a-4bbc-a946-b7eff2db4308,5956 Myakka Ct,B
396,Trail,Neuse River Trail,Existing,NA,Asphalt,0.17335805,10,NA,0,Neuse River Trail,COR,YES,915.256705314239,OPEN,308,eb09f841-3c5d-4fc9-8257-cc7d38eb259b,5956 Myakka Ct,B
397,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02333454,10,NA,0,Neuse River Trail,COR,YES,123.206393468961,OPEN,314,639d1302-f434-4968-be19-03d2e2d42a76,7700 Perry Creek Rd,B
398,Trail,Neuse River Trail,Existing,NA,Asphalt,0.13864839,10,NA,0,Neuse River Trail,COR,YES,731.897727727227,OPEN,314,df09e208-0a02-4db3-b8a3-473139fda07c,7700 Perry Creek Rd,B
399,Structure,Neuse River Trail - # 218,Existing,218,Metal,0.01875419,10,Bridge,5,Neuse River Trail,COR,YES,99.0221116691828,OPEN,314,df6cfa80-0c99-4fa1-82d0-378f1a889abd,7700 Perry Creek Rd,B
400,Structure,Neuse River Trail - # 219,Existing,219,Wood Decking,0.01325339,10,Boardwalk,5,Neuse River Trail,COR,YES,69.977878421545,OPEN,314,a81d78cb-f9e7-4d11-8032-5c479c06f3b6,7700 Perry Creek Rd,B
401,Trail,Neuse River Trail,Existing,NA,Asphalt,0.63848918,10,NA,0,Neuse River Trail,COR,YES,3370.51728422318,OPEN,314,a985a335-5351-4e20-ad8d-58ddc8662497,7700 Perry Creek Rd,B
402,Structure,Neuse River Trail - # 223,Existing,223,Wood Decking,0.04781507,10,Boardwalk,5,Neuse River Trail,COR,YES,252.419117395507,OPEN,315,9ee9fae8-48ac-4752-a3fe-7ede7041c507,7903 River Ridge Rd,
403,Trail,Neuse River Trail,Existing,NA,Concrete,0.00270834,10,NA,0,Neuse River Trail,COR,YES,14.3000111778496,OPEN,315,7149119c-3921-4b08-a0f4-67c5b34a2801,7903 River Ridge Rd,B
404,Structure,Neuse River Trail - # 2029,Existing,2029,Asphalt,0.02230687,10,Underpass,,Neuse River Trail,COR,YES,117.780276101135,CLOSED_TEMP,315,6fdf63a2-b30e-4bca-996f-c224d4e35e01,7903 River Ridge Rd,B
406,Trail,Neuse River Trail,Existing,NA,Asphalt,0.04809502,10,NA,0,Neuse River Trail,COR,YES,253.941701335213,OPEN,291,30cd0c97-dc48-4bc8-9bee-ecf7f8d02064,199 Trailhead Ln,B
407,Trail,Neuse River Trail,Existing,NA,Asphalt,0.03830056,10,NA,0,Neuse River Trail,COR,YES,202.226982460523,OPEN,291,d5e7bf5f-73dd-4c3b-9c8e-6ed3811c7d98,199 Trailhead Ln,B
408,Trail,Neuse River Trail,Existing,NA,Asphalt,0.58905434,10,NA,0,Neuse River Trail,COR,YES,2848.28348032766,OPEN,302,3ea765d1-d29c-47b0-bd0c-fb2d9f4631a5,4901 Elizabeth Dr,B
409,Trail,Neuse River Trail,Existing,NA,Asphalt,0.23799153,10,NA,0,Neuse River Trail,COR,YES,1256.5952850417,OPEN,302,87f23671-f45b-4228-959e-a30f9c2b3c59,4901 Elizabeth Dr,B
410,Structure,Neuse River Trail - # 2030,Existing,2030,Asphalt,0.02990917,10,Underpass,,Neuse River Trail,COR,YES,157.920435091364,OPEN,302,ee7f2e03-72a8-45a3-8fb9-39b875e5945b,4901 Elizabeth Dr,
411,Trail,Neuse River Trail,Existing,NA,Asphalt,0.03831392,10,NA,0,Neuse River Trail,COR,YES,202.29751999561,OPEN,302,1dfc3a04-8690-4bcd-980f-4d135341b5f4,4901 Elizabeth Dr,B
412,Structure,Neuse River Trail - # 2031,Existing,2031,Asphalt,0.00652809,10,Underpass,,Neuse River Trail,COR,YES,34.4682908699718,OPEN,302,ab9f4fa9-af9f-4f9f-8f8a-7cf124923acb,4901 Elizabeth Dr,
413,Trail,Neuse River Trail,Existing,NA,Asphalt,0.04542925,10,NA,0,Neuse River Trail,COR,YES,239.86641407152,OPEN,302,0f040439-b11c-4183-bc04-0f389ac74a29,4901 Elizabeth Dr,
414,Structure,Neuse River Trail - # 238,Existing,238,Metal,0.07992446,11,Bridge,5,Neuse River Trail,COR,YES,422.001134568741,OPEN,306,27a77a2c-43da-4fab-a829-e808227e49c7,5900 Buffaloe Rd,
415,Structure,Neuse River Trail - # 237,Existing,237,Wood Decking,0.03560599,10,Boardwalk,5,Neuse River Trail,COR,YES,187.999629981226,OPEN,306,f13cc23e-13df-4bb4-ae11-09e92e489bdf,5900 Buffaloe Rd,B
416,Structure,Neuse River Trail - # 239,Existing,239,Wood Decking,0.00719754,10,Boardwalk,5,Neuse River Trail,COR,YES,38.0030226016792,OPEN,306,df06fc9b-7a34-442c-8423-cbb949a9ebfe,5900 Buffaloe Rd,
417,Trail,Neuse River Trail,Existing,NA,Asphalt,0.01843784,10,NA,0,Neuse River Trail,COR,YES,97.3376693072417,OPEN,306,16c1a59e-7c69-4fed-b127-08276aab8120,5900 Buffaloe Rd,B
418,Structure,Neuse River Trail - # 236,Existing,236,Wood Decking,0.01893951,10,Boardwalk,5,Neuse River Trail,COR,YES,99.9836825432701,OPEN,306,18e7b2d2-c3a8-4a92-9a45-c78a4521077b,5900 Buffaloe Rd,B
419,Trail,Neuse River Trail,Existing,NA,Asphalt,0.0085227,10,NA,0,Neuse River Trail,COR,YES,44.9705818977416,OPEN,306,4e75331f-edc7-4c9d-a935-8c0539fef4a6,5900 Buffaloe Rd,B
420,Trail,Neuse River Trail,Existing,NA,Asphalt,0.00662866,10,NA,0,Neuse River Trail,COR,YES,34.9947786181531,OPEN,306,a4440683-d747-443d-8207-639f89aaa026,5900 Buffaloe Rd,B
421,Structure,Neuse River Trail - # 235,Existing,235,Wood Decking,0.00378789,10,Boardwalk,5,Neuse River Trail,COR,YES,19.9999426117852,OPEN,306,0462a01a-3577-4610-ad8c-27980f6d963f,5900 Buffaloe Rd,B
422,Trail,Neuse River Trail,Existing,NA,Asphalt,0.03611359,10,NA,0,Neuse River Trail,COR,YES,190.64441949647,OPEN,306,632dc844-fcc2-4950-9087-70485baf14fb,5900 Buffaloe Rd,B
423,Trail,Neuse River Trail,Existing,NA,Asphalt,0.11174238,10,NA,0,Neuse River Trail,COR,YES,589.706427449365,OPEN,306,05336070-f796-483d-b029-a88facd89244,5900 Buffaloe Rd,B
424,Trail,Neuse River Trail,Existing,NA,Asphalt,0.32104962,10,NA,0,Neuse River Trail,COR,YES,1694.61673083103,OPEN,307,e39716ba-26f6-4f39-a02b-e30fe66aac1a,5900 Buffaloe Rd,B
425,Trail,Neuse River Trail,Existing,NA,Asphalt,0.1056394,10,NA,0,Neuse River Trail,COR,YES,557.77602768066,OPEN,295,a5c11cd7-9333-4cad-b81f-8c9514b953e5,2894 Abington Ln,
426,Staff Access,Maintenance access at 3128 Tarheel Clubhouse Rd,Maintenance,NA,Unknown,0.22994218,10,NA,,Neuse River Trail,COR,NO,1214.09472155883,OPEN,297,081eb8d4-129f-41c7-8592-bc8791b8268e,3124 Tarheel Clubhouse Rd,
427,Structure,Neuse River Trail - # 243,Existing,243,Wood Decking,0.02887128,10,Boardwalk,5,Neuse River Trail,COR,YES,152.440377150112,OPEN,295,e1771a22-b675-4027-8283-5c3deaf87aba,2894 Abington Ln,B
428,Trail,Neuse River Trail,Existing,NA,Asphalt,0.24530676,10,NA,0,Neuse River Trail,COR,YES,1294.7649479759,OPEN,295,0a9f7de3-822c-4724-a410-fa00d98293b2,2894 Abington Ln,B
429,Structure,Neuse River Trail - # 245,Existing,245,Wood Decking,0.01515183,10,Boardwalk,5,Neuse River Trail,COR,YES,79.9153424089366,OPEN,295,7bdb4d83-c7db-4421-9993-a080e0b8c044,2894 Abington Ln,
430,Trail,Neuse River Trail,Existing,NA,Asphalt,0.04572336,10,NA,0,Neuse River Trail,COR,YES,241.325792175323,OPEN,295,dc875098-d209-4b6d-b583-466d4ed5c5e5,2894 Abington Ln,B
431,Trail,Neuse River Trail,Existing,NA,Asphalt,0.09955171,10,NA,0,Neuse River Trail,COR,YES,525.33162565594,OPEN,295,501896c9-7b32-4856-866c-2f150a6cc03c,2894 Abington Ln,B
432,Structure,Neuse River Trail - # 246,Existing,246,Wood Decking,0.00583133,10,Boardwalk,5,Neuse River Trail,COR,YES,30.7894132273911,OPEN,295,b5e989f5-6a2a-4bf6-bf30-d83febf1c726,2894 Abington Ln,B
433,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02060448,10,NA,0,Neuse River Trail,COR,YES,108.72438632402,OPEN,295,b48cb51f-a057-4850-8368-021941ab3978,2894 Abington Ln,B
434,Structure,Neuse River Trail,Existing,293,Wood Decking,0.00173887,11,Bridge,5,Neuse River Trail,COR,YES,9.18123973769151,OPEN,295,c9460b37-21d1-44ba-b9f9-0d768ef3d07e,2894 Abington Ln,B
435,Trail,Neuse River Trail,Existing,NA,Asphalt,0.05017612,10,NA,0,Neuse River Trail,COR,YES,264.823110472431,OPEN,295,c25273ee-4fe9-4724-ab95-ae5269533018,2894 Abington Ln,B
436,Trail,Neuse River Trail,Existing,NA,Asphalt,0.04685415,10,NA,0,Neuse River Trail,COR,YES,247.283922616424,OPEN,295,14edd2ba-8f07-4bb1-9bc7-cb990326e503,2894 Abington Ln,B
437,Structure,Neuse River Trail - # 247,Existing,247,Wood Decking,0.00762503,10,Boardwalk,5,Neuse River Trail,COR,YES,40.2601551778064,OPEN,295,023ab9d2-105e-439c-8d30-4bc8437bfc09,2894 Abington Ln,B
438,Structure,Neuse River Trail,Existing,294,Wood Decking,0.00182834,11,Bridge,5,Neuse River Trail,COR,YES,9.65361962646728,OPEN,295,4f2214c8-9116-4239-9f80-0c6ec67ba31f,2894 Abington Ln,B
439,Trail,Neuse River Trail,Existing,NA,Asphalt,0.7308972,10,NA,0,Neuse River Trail,COR,YES,3858.44410679425,OPEN,289,90fec193-f34a-483f-b3b6-1685b589be8a,1441 Crag Burn Ln,B
440,Trail,Neuse River Trail,Existing,NA,Asphalt,0.06849294,10,NA,0,Neuse River Trail,COR,YES,361.582990301465,OPEN,289,8fd7f011-132c-4540-859b-f831cd3b5413,1441 Crag Burn Ln,B
441,Trail,Neuse River Trail,Existing,NA,Asphalt,0.19641947,10,Culvert,0,Neuse River Trail,COR,YES,1036.77163106226,OPEN,303,d21bcaf8-382c-493f-8205-24241db544cc,5431 Allen Dr,B
442,Trail,Neuse River Trail,Existing,NA,Asphalt,0.3333877,10,NA,0,Neuse River Trail,COR,YES,1759.65507348165,OPEN,304,3b620e16-157e-411c-8c5c-4989d31da7f4,5611 Loch Raven Pkwy,
443,Trail,Neuse River Trail,Existing,NA,Asphalt,0.05282796,10,NA,0,Neuse River Trail,COR,YES,278.83136066602,OPEN,304,b2c6ae41-e507-4afc-813d-dc88f5552f22,5611 Loch Raven Pkwy,
444,Trail,Neuse River Trail,Existing,NA,Asphalt,0.00997173,10,NA,0,Neuse River Trail,COR,YES,52.6507605076905,OPEN,304,b314969c-e2a2-4bca-922e-055af5f63834,5611 Loch Raven Pkwy,
445,Structure,Neuse River Trail - # 248,Existing,248,Metal,0.06261229,12,Bridge,10,Neuse River Trail,COR,YES,330.592870797359,OPEN,304,0ad60e83-5df9-458f-8c83-2b509fca144f,5611 Loch Raven Pkwy,
446,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02211287,10,NA,0,Neuse River Trail,COR,YES,116.717176090181,OPEN,304,9ee97b19-63bc-4e86-95f3-8fe1a83d7d79,5611 Loch Raven Pkwy,B
447,Structure,Neuse River Trail - # 249,Existing,249,Wood Decking,0.00378803,10,Boardwalk,5,Neuse River Trail,COR,YES,20.0007755533702,OPEN,304,8d1a8ed3-7c76-46a9-af86-7627a5936b98,5611 Loch Raven Pkwy,B
448,Trail,Neuse River Trail,Existing,NA,Asphalt,0.24023962,10,NA,0,Neuse River Trail,COR,YES,1268.12483049759,OPEN,304,5dc4d8d0-b4c7-4c30-8920-f84c84cd4323,5611 Loch Raven Pkwy,B
449,Trail,Neuse River Trail,Existing,NA,Asphalt,0.21824805,10,NA,0,Neuse River Trail,COR,YES,1152.05243626182,OPEN,304,37c7ceaf-b957-4aa4-b342-7690f749395d,5611 Loch Raven Pkwy,B
450,Structure,Neuse River Trail - # 250,Existing,250,Wood Decking,0.00681821,10,Bridge,5,Neuse River Trail,COR,YES,36.0001552946079,OPEN,304,55c970f8-aef1-4498-9008-60ebf5744b91,5611 Loch Raven Pkwy,
451,Structure,Neuse River Trail - # 2017,Existing,2017,Gravel,0.0202205,10,Underpass,,Neuse River Trail,COR,YES,106.764249303713,OPEN,304,f78e14e3-1ba5-4d00-b86d-b163f6338f38,5611 Loch Raven Pkwy,C
452,Structure,Neuse River Trail -  # 95,Existing,95,Wood Decking,0.00990393,10,Bridge,,Neuse River Trail,COR,YES,52.2927630294138,OPEN,288,8aad224e-efde-4997-acee-b2ce9f7f0558,142 Anderson Point Dr,C
453,Trail,Neuse River Trail,Existing,NA,Asphalt,0.1532624,10,NA,0,Neuse River Trail,COR,YES,809.192476979047,OPEN,288,a0339454-dbc7-4f32-a925-913ad15f8a7f,142 Anderson Point Dr,C
454,Trail,Neuse River Trail,Existing,NA,Asphalt,0.45928418,10,NA,0,Neuse River Trail,COR,YES,2424.58302578819,OPEN,288,43fa271d-75d9-425a-9593-0eb574791009,142 Anderson Point Dr,
455,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02157759,10,NA,0,Neuse River Trail,COR,YES,113.807484005866,OPEN,288,0c433e76-631c-430d-9008-9ac87cacc39e,142 Anderson Point Dr,C
456,Structure,Neuse River Trail - # 254,Existing,254,Metal,0.04740097,12,Bridge,5,Neuse River Trail,COR,YES,250.277109165225,OPEN,317,0f33ed2b-516f-4443-a047-c829c9731b0e,4020 Manderleigh Dr,
457,Trail,Neuse River Trail,Existing,NA,Asphalt,0.10011191,10,NA,0,Neuse River Trail,COR,YES,528.334902609765,OPEN,317,463220c1-f6c5-4353-a390-9bdd4ad98b3e,4020 Manderleigh Dr,
458,Structure,Neuse River Trail - Knightdale Jurisdiction,Existing,2044,Wood Decking,0.03030305,10,Bridge,,Neuse River Trail,Other,YES,159.997188910785,OPEN,317,6fe302fd-7145-4a04-93d6-8bbfcb00ffc4,4020 Manderleigh Dr,
459,Trail,Neuse River Trail,Existing,NA,Asphalt,0.07121212,10,NA,0,Neuse River Trail,COR,YES,375.880433915952,OPEN,288,cf8d7d61-0dac-4a7b-be30-96c453ed8da6,142 Anderson Point Dr,C
460,Structure,Neuse River Trail - # 252,Existing,252,Wood Decking,0.0113636,10,Boardwalk,5,Neuse River Trail,COR,YES,59.9998028954033,OPEN,288,382f1d46-ee6d-44fd-9db4-42de82264d0f,142 Anderson Point Dr,C
461,Trail,Neuse River Trail,Existing,NA,Asphalt,0.05873853,10,NA,0,Neuse River Trail,COR,YES,310.073079783904,OPEN,288,55de385c-2822-46bb-8032-f22f9e051313,142 Anderson Point Dr,C
462,Trail,Neuse River Trail,Existing,NA,Asphalt,0.03539028,10,NA,0,Neuse River Trail,COR,YES,186.838097660517,OPEN,288,ef6e50e0-8112-4b58-b73e-ab9cc066d0b7,142 Anderson Point Dr,C
463,Structure,Neuse River Trail - # 253,Existing,253,Wood Decking,0.03327355,10,Boardwalk,5,Neuse River Trail,COR,YES,175.684341664732,OPEN,288,55e1ac1b-703b-4b7b-a39e-ba714653a6e1,142 Anderson Point Dr,C
464,Structure,Neuse River Trail - # 292,Existing,292,Wood Decking,0.02767398,10,Bridge,5,Neuse River Trail,COR,YES,146.118634856591,OPEN,317,50a07453-7c3f-4bd5-a58b-68aa28fd9fa0,4020 Manderleigh Dr,
465,Structure,Neuse River Trail - # 251,Existing,251,Wood Decking,0.00757575,10,Boardwalk,5,Neuse River Trail,COR,YES,39.9999403569567,OPEN,288,243620ef-7369-4030-ab0a-fcee917d7ea5,142 Anderson Point Dr,C
466,Trail,Neuse River Trail,Existing,NA,Asphalt,0.17357093,10,NA,0,Neuse River Trail,Other,YES,916.389669168711,OPEN,317,ef56055b-b197-4e58-a40b-e7b48a3c7a45,4020 Manderleigh Dr,
467,Structure,Neuse River Trail - # 255,Existing,255,Wood Decking,0.00757575,10,Boardwalk,5,Neuse River Trail,COR,YES,39.9999419868603,OPEN,288,781c6139-4dad-4450-bcf2-96c06ca4d983,142 Anderson Point Dr,C
468,Trail,Neuse River Trail,Existing,NA,Asphalt,0.22601865,10,NA,0,Neuse River Trail,COR,YES,1193.17386616328,OPEN,288,b616c6bb-47db-41b0-93a2-147e10363258,142 Anderson Point Dr,C
469,SidewalkConnection,Neuse River Trail,Existing,NA,Concrete,0.0853846245001121,10,Sidewalk,0,Neuse River Trail,COR,NO,450.830817262986,OPEN,287,adb2a3bc-4035-4fe7-bf42-1f6ada763e98,142 Anderson Point Dr,C
470,Trail,Neuse River Trail,Existing,NA,Asphalt,0.07358897,10,NA,0,Neuse River Trail,COR,YES,388.389234452832,OPEN,288,15cc86f7-d0af-4da2-bffd-be553037d649,142 Anderson Point Dr,C
471,Trail,Neuse River Trail,Existing,NA,Asphalt,0.01730488,10,NA,0,Neuse River Trail,COR,YES,91.3132717365502,OPEN,288,8275b7aa-08a0-451b-b9cf-849e97026115,142 Anderson Point Dr,C
472,SidewalkConnection,Neuse River Trail -  # 117,Existing,117,NCDOT Bridge,0.0639100033416549,5,NCDOT Bridge,,Neuse River Trail,COR,NO,337.444817543239,OPEN,287,43bbb123-875c-4724-9b29-f2777fa738eb,142 Anderson Point Dr,C
473,Trail,Neuse River Trail,Existing,NA,Asphalt,0.33246927,10,NA,0,Neuse River Trail,COR,YES,1754.94168124366,OPEN,381,95d56abd-40e4-4dff-bb78-b87015c9f493,18 Anderson Point Dr,C
474,Trail,Neuse River Trail,Existing,NA,Asphalt,0.06744525,10,NA,0,Neuse River Trail,COR,YES,355.952506206615,OPEN,381,c2e58d90-bf3a-4c38-8d16-665856595045,18 Anderson Point Dr,C
475,Structure,Neuse River Trail - # 287,Existing,287,Wood Decking,0.0066287,10,Boardwalk,5,Neuse River Trail,COR,YES,34.9967631815932,OPEN,310,9f5de269-4c75-4d04-b2c4-95dfb1e762cd,6008 Mial Plantation Rd,
